"LearningEventID","EmployeeID","CourseID","CompletionDate","LearningHours","CompletionStatus","CourseName","CourseCategory"
"L105051_1",105051,1,2018-08-03,9.3,"Completed","Code of Conduct","Compliance"
"L105051_2",105051,7,2018-10-28,11,"Completed","Project Management Basics","Business"
"L105051_3",105051,2,2020-11-30,6.9,"Completed","Security Awareness","Compliance"
"L105051_4",105051,12,2024-12-09,5.2,"Completed","Data Literacy","Technical"
"L101608_1",101608,1,2018-07-15,9.1,"Completed","Code of Conduct","Compliance"
"L101608_2",101608,6,2023-10-12,8.4,"Completed","Power BI Foundations","Technical"
"L101608_3",101608,9,2023-10-30,9.7,"Completed","Sales Negotiation","Business"
"L100701_1",100701,4,2019-03-25,9.7,"Completed","Inclusive Leadership","Leadership"
"L107355_1",107355,2,2023-09-24,3.7,"Completed","Security Awareness","Compliance"
"L108091_1",108091,6,2021-09-28,3.9,"Completed","Power BI Foundations","Technical"
"L108091_2",108091,3,2022-12-25,3.2,"Completed","Manager Essentials","Leadership"
"L108091_3",108091,11,2024-10-27,9.3,"Completed","Finance for Managers","Business"
"L102090_1",102090,1,2018-06-03,1,"Completed","Code of Conduct","Compliance"
"L102090_2",102090,5,2023-11-29,6.5,"Completed","Advanced Excel","Technical"
"L102090_3",102090,4,2025-09-11,8.9,"Completed","Inclusive Leadership","Leadership"
"L107864_1",107864,9,2018-07-27,6.2,"Completed","Sales Negotiation","Business"
"L107864_2",107864,11,2018-10-09,9.6,"Completed","Finance for Managers","Business"
"L107864_3",107864,3,2021-08-12,6.4,"Completed","Manager Essentials","Leadership"
"L107864_4",107864,10,2022-09-05,9.2,"Completed","HR Compliance","Compliance"
"L107864_5",107864,8,2024-01-14,2.8,"Completed","Customer Experience","Business"
"L107864_6",107864,2,2024-12-08,4.3,"Completed","Security Awareness","Compliance"
"L100006_1",100006,6,2026-01-23,8.8,"Completed","Power BI Foundations","Technical"
"L108504_1",108504,1,2019-06-22,5.5,"Completed","Code of Conduct","Compliance"
"L108504_2",108504,7,2020-08-23,9.5,"Completed","Project Management Basics","Business"
"L108504_3",108504,5,2020-10-22,12,"Completed","Advanced Excel","Technical"
"L108504_4",108504,4,2022-03-24,8.7,"Completed","Inclusive Leadership","Leadership"
"L100871_1",100871,1,2020-11-03,12,"Completed","Code of Conduct","Compliance"
"L100871_2",100871,11,2025-04-16,7.5,"Completed","Finance for Managers","Business"
"L107462_1",107462,6,2018-09-23,1.5,"Completed","Power BI Foundations","Technical"
"L107462_2",107462,4,2023-11-15,3.2,"Completed","Inclusive Leadership","Leadership"
"L107462_3",107462,11,2025-01-16,8,"Completed","Finance for Managers","Business"
"L109929_1",109929,2,2020-06-15,5.7,"Completed","Security Awareness","Compliance"
"L109929_2",109929,8,2025-01-15,4.4,"Completed","Customer Experience","Business"
"L106756_1",106756,7,2019-02-07,8,"Completed","Project Management Basics","Business"
"L106756_2",106756,12,2019-12-13,5.7,"Completed","Data Literacy","Technical"
"L106335_1",106335,6,2020-03-05,9.7,"Completed","Power BI Foundations","Technical"
"L106335_2",106335,9,2021-11-07,4,"Completed","Sales Negotiation","Business"
"L106335_3",106335,7,2023-08-21,2.4,"Completed","Project Management Basics","Business"
"L104574_1",104574,6,2019-04-13,1.2,"Completed","Power BI Foundations","Technical"
"L104574_2",104574,4,2020-07-21,7.1,"Completed","Inclusive Leadership","Leadership"
"L104574_3",104574,12,2022-08-23,6.1,"Completed","Data Literacy","Technical"
"L104574_4",104574,11,2023-01-07,5.9,"Completed","Finance for Managers","Business"
"L108476_1",108476,1,2019-08-04,6.4,"Completed","Code of Conduct","Compliance"
"L108476_2",108476,12,2020-08-20,3.2,"Completed","Data Literacy","Technical"
"L108476_3",108476,4,2021-06-14,11.5,"Completed","Inclusive Leadership","Leadership"
"L108476_4",108476,2,2023-06-07,3.8,"Completed","Security Awareness","Compliance"
"L108476_5",108476,9,2023-09-28,11.6,"Completed","Sales Negotiation","Business"
"L109559_1",109559,3,2020-01-24,5.7,"Completed","Manager Essentials","Leadership"
"L109559_2",109559,6,2023-09-23,2.3,"Completed","Power BI Foundations","Technical"
"L109559_3",109559,2,2025-07-26,6.6,"Completed","Security Awareness","Compliance"
"L102148_1",102148,4,2019-03-07,11.9,"Completed","Inclusive Leadership","Leadership"
"L102148_2",102148,10,2024-05-22,3.1,"Completed","HR Compliance","Compliance"
"L102148_3",102148,6,2025-09-28,4.5,"Completed","Power BI Foundations","Technical"
"L102148_4",102148,5,2025-12-22,9.9,"Completed","Advanced Excel","Technical"
"L108244_1",108244,9,2020-06-16,7.7,"Completed","Sales Negotiation","Business"
"L108244_2",108244,10,2024-03-18,10.5,"Completed","HR Compliance","Compliance"
"L108244_3",108244,11,2024-09-25,11.9,"Completed","Finance for Managers","Business"
"L103581_1",103581,2,2023-09-24,6.3,"Completed","Security Awareness","Compliance"
"L103581_2",103581,11,2024-10-10,3.6,"Completed","Finance for Managers","Business"
"L107599_1",107599,4,2021-07-02,1.4,"Completed","Inclusive Leadership","Leadership"
"L107599_2",107599,3,2021-10-10,6.1,"Completed","Manager Essentials","Leadership"
"L107599_3",107599,12,2024-04-13,4.6,"Completed","Data Literacy","Technical"
"L107599_4",107599,7,2024-05-04,6.2,"Completed","Project Management Basics","Business"
"L107599_5",107599,1,2025-09-01,6.9,"Completed","Code of Conduct","Compliance"
"L103272_1",103272,3,2019-10-11,8.1,"Completed","Manager Essentials","Leadership"
"L103272_2",103272,7,2020-02-03,9.2,"Completed","Project Management Basics","Business"
"L103272_3",103272,1,2021-01-27,1.3,"Completed","Code of Conduct","Compliance"
"L103272_4",103272,10,2021-08-25,5.5,"Completed","HR Compliance","Compliance"
"L103272_5",103272,11,2022-12-15,4.7,"Completed","Finance for Managers","Business"
"L103272_6",103272,12,2023-08-30,11.1,"Completed","Data Literacy","Technical"
"L108016_1",108016,7,2020-04-02,2.8,"Completed","Project Management Basics","Business"
"L108016_2",108016,8,2020-04-17,8.2,"Completed","Customer Experience","Business"
"L108016_3",108016,11,2023-06-13,8.5,"Completed","Finance for Managers","Business"
"L107567_1",107567,7,2019-05-04,7.7,"Completed","Project Management Basics","Business"
"L107567_2",107567,8,2020-11-26,1.1,"Completed","Customer Experience","Business"
"L107567_3",107567,10,2021-05-29,9.3,"Completed","HR Compliance","Compliance"
"L107567_4",107567,11,2024-11-29,4.2,"Completed","Finance for Managers","Business"
"L107585_1",107585,9,2020-04-05,8.5,"Completed","Sales Negotiation","Business"
"L107585_2",107585,1,2026-01-19,3.5,"Completed","Code of Conduct","Compliance"
"L107726_1",107726,12,2021-02-19,4.2,"Completed","Data Literacy","Technical"
"L107726_2",107726,2,2024-01-29,12,"Completed","Security Awareness","Compliance"
"L107726_3",107726,8,2025-12-17,9.4,"Completed","Customer Experience","Business"
"L106501_1",106501,3,2020-02-04,8.9,"Completed","Manager Essentials","Leadership"
"L106501_2",106501,12,2024-04-08,8.8,"Completed","Data Literacy","Technical"
"L106501_3",106501,1,2025-03-18,9.8,"Completed","Code of Conduct","Compliance"
"L106501_4",106501,7,2025-11-12,10.2,"Completed","Project Management Basics","Business"
"L108648_1",108648,12,2022-02-21,5.4,"Completed","Data Literacy","Technical"
"L108648_2",108648,7,2022-08-10,10.9,"Completed","Project Management Basics","Business"
"L108648_3",108648,5,2022-08-22,3.7,"Completed","Advanced Excel","Technical"
"L105439_1",105439,4,2021-11-22,5.4,"Completed","Inclusive Leadership","Leadership"
"L105439_2",105439,9,2023-07-22,3.8,"Completed","Sales Negotiation","Business"
"L105439_3",105439,10,2023-10-19,8.1,"Completed","HR Compliance","Compliance"
"L105439_4",105439,12,2025-09-06,4.8,"Completed","Data Literacy","Technical"
"L102420_1",102420,11,2021-02-11,7,"Completed","Finance for Managers","Business"
"L102420_2",102420,1,2023-11-24,11.1,"Completed","Code of Conduct","Compliance"
"L105354_1",105354,4,2020-08-16,3.6,"Completed","Inclusive Leadership","Leadership"
"L105354_2",105354,6,2021-02-24,11.7,"Completed","Power BI Foundations","Technical"
"L105354_3",105354,5,2024-12-17,9.5,"Completed","Advanced Excel","Technical"
"L105354_4",105354,9,2024-12-22,11.3,"Completed","Sales Negotiation","Business"
"L100693_1",100693,4,2021-09-12,2.3,"Completed","Inclusive Leadership","Leadership"
"L100693_2",100693,9,2022-12-17,11.2,"Completed","Sales Negotiation","Business"
"L100693_3",100693,7,2025-11-03,4.2,"Completed","Project Management Basics","Business"
"L106030_1",106030,11,2020-05-18,2.8,"Completed","Finance for Managers","Business"
"L106030_2",106030,6,2020-12-27,7.3,"Completed","Power BI Foundations","Technical"
"L106030_3",106030,10,2021-02-08,5.1,"Completed","HR Compliance","Compliance"
"L108845_1",108845,4,2021-09-24,5.1,"Completed","Inclusive Leadership","Leadership"
"L108845_2",108845,1,2022-07-30,8.8,"Completed","Code of Conduct","Compliance"
"L108845_3",108845,6,2024-10-30,5.3,"Completed","Power BI Foundations","Technical"
"L105941_1",105941,8,2020-09-05,6.1,"Completed","Customer Experience","Business"
"L105941_2",105941,2,2021-07-14,6.6,"Completed","Security Awareness","Compliance"
"L105941_3",105941,6,2025-11-15,11.1,"Completed","Power BI Foundations","Technical"
"L105941_4",105941,9,2025-12-22,6.3,"Completed","Sales Negotiation","Business"
"L106745_1",106745,11,2021-09-07,1.4,"Completed","Finance for Managers","Business"
"L106745_2",106745,5,2023-08-31,11.2,"Completed","Advanced Excel","Technical"
"L106745_3",106745,4,2024-07-27,3.7,"Completed","Inclusive Leadership","Leadership"
"L106765_1",106765,4,2021-01-27,2.9,"Completed","Inclusive Leadership","Leadership"
"L106765_2",106765,8,2022-02-15,4.9,"Completed","Customer Experience","Business"
"L106765_3",106765,6,2022-12-29,5.2,"Completed","Power BI Foundations","Technical"
"L106765_4",106765,5,2025-06-04,8.4,"Completed","Advanced Excel","Technical"
"L106765_5",106765,9,2025-06-07,2.7,"Completed","Sales Negotiation","Business"
"L107679_1",107679,3,2022-08-02,2.4,"Completed","Manager Essentials","Leadership"
"L109596_1",109596,1,2020-12-26,4.5,"Completed","Code of Conduct","Compliance"
"L104336_1",104336,4,2019-12-10,11,"Completed","Inclusive Leadership","Leadership"
"L104336_2",104336,10,2024-04-05,3.3,"Completed","HR Compliance","Compliance"
"L104336_3",104336,3,2025-12-02,5.9,"Completed","Manager Essentials","Leadership"
"L108402_1",108402,2,2021-08-22,11,"Completed","Security Awareness","Compliance"
"L108402_2",108402,6,2025-11-10,2.8,"Completed","Power BI Foundations","Technical"
"L109621_1",109621,3,2022-02-25,10.2,"Completed","Manager Essentials","Leadership"
"L109621_2",109621,10,2026-01-12,11.2,"Completed","HR Compliance","Compliance"
"L109621_3",109621,2,2026-01-27,3.3,"Completed","Security Awareness","Compliance"
"L109621_4",109621,6,2026-01-31,1.6,"Completed","Power BI Foundations","Technical"
"L109130_1",109130,3,2020-07-22,2.1,"Completed","Manager Essentials","Leadership"
"L109130_2",109130,7,2021-05-14,2.1,"Completed","Project Management Basics","Business"
"L109130_3",109130,1,2021-10-12,1.3,"Completed","Code of Conduct","Compliance"
"L109130_4",109130,10,2023-04-06,11.8,"Completed","HR Compliance","Compliance"
"L109130_5",109130,5,2024-05-11,9.6,"Completed","Advanced Excel","Technical"
"L105702_1",105702,10,2022-03-13,8.4,"Completed","HR Compliance","Compliance"
"L105702_2",105702,2,2025-05-12,1.6,"Completed","Security Awareness","Compliance"
"L105702_3",105702,1,2025-07-21,11.6,"Completed","Code of Conduct","Compliance"
"L101317_1",101317,3,2021-05-23,1.4,"Completed","Manager Essentials","Leadership"
"L101317_2",101317,11,2022-02-11,4.3,"Completed","Finance for Managers","Business"
"L101317_3",101317,2,2023-09-03,6.3,"Completed","Security Awareness","Compliance"
"L104772_1",104772,4,2021-09-22,4.8,"Completed","Inclusive Leadership","Leadership"
"L104772_2",104772,12,2024-11-24,6.7,"Completed","Data Literacy","Technical"
"L102229_1",102229,4,2021-12-11,11.2,"Completed","Inclusive Leadership","Leadership"
"L102229_2",102229,6,2022-07-29,3,"Completed","Power BI Foundations","Technical"
"L102229_3",102229,10,2023-03-19,2.9,"Completed","HR Compliance","Compliance"
"L102229_4",102229,11,2026-01-23,5.8,"Completed","Finance for Managers","Business"
"L101141_1",101141,7,2024-10-18,6.9,"Completed","Project Management Basics","Business"
"L101141_2",101141,8,2025-06-15,11.8,"Completed","Customer Experience","Business"
"L101141_3",101141,3,2026-02-26,11.1,"Completed","Manager Essentials","Leadership"
"L102095_1",102095,7,2022-09-25,4.7,"Completed","Project Management Basics","Business"
"L102095_2",102095,12,2023-07-02,10.7,"Completed","Data Literacy","Technical"
"L102095_3",102095,6,2024-04-11,1,"Completed","Power BI Foundations","Technical"
"L102095_4",102095,4,2024-06-20,2.5,"Completed","Inclusive Leadership","Leadership"
"L108054_1",108054,11,2020-11-17,0.9,"Completed","Finance for Managers","Business"
"L108054_2",108054,1,2021-08-04,6.8,"Completed","Code of Conduct","Compliance"
"L108054_3",108054,3,2023-11-25,3.8,"Completed","Manager Essentials","Leadership"
"L108054_4",108054,7,2024-08-14,8.2,"Completed","Project Management Basics","Business"
"L108054_5",108054,6,2025-02-12,1.9,"Completed","Power BI Foundations","Technical"
"L107377_1",107377,1,2020-11-07,4,"Completed","Code of Conduct","Compliance"
"L107377_2",107377,5,2021-08-18,1.6,"Completed","Advanced Excel","Technical"
"L107377_3",107377,3,2022-03-01,6.9,"Completed","Manager Essentials","Leadership"
"L107377_4",107377,9,2024-01-02,10.1,"Completed","Sales Negotiation","Business"
"L107187_1",107187,8,2020-10-04,2.8,"Completed","Customer Experience","Business"
"L107187_2",107187,2,2021-10-21,4.5,"Completed","Security Awareness","Compliance"
"L107187_3",107187,9,2022-01-17,4.9,"Completed","Sales Negotiation","Business"
"L107187_4",107187,5,2023-11-07,7.4,"Completed","Advanced Excel","Technical"
"L107187_5",107187,12,2025-08-17,2.8,"Completed","Data Literacy","Technical"
"L103346_1",103346,6,2021-11-22,2.7,"Completed","Power BI Foundations","Technical"
"L103346_2",103346,2,2023-06-27,5.5,"Completed","Security Awareness","Compliance"
"L103346_3",103346,10,2024-09-01,9.9,"Completed","HR Compliance","Compliance"
"L103346_4",103346,7,2024-09-27,1.3,"Completed","Project Management Basics","Business"
"L102514_1",102514,11,2022-09-24,11.9,"Completed","Finance for Managers","Business"
"L102514_2",102514,7,2023-01-21,4.8,"Completed","Project Management Basics","Business"
"L109414_1",109414,2,2021-06-06,11.3,"Completed","Security Awareness","Compliance"
"L109414_2",109414,11,2021-10-18,7,"Completed","Finance for Managers","Business"
"L109414_3",109414,5,2021-10-27,7.4,"Completed","Advanced Excel","Technical"
"L109414_4",109414,3,2022-10-11,6.8,"Completed","Manager Essentials","Leadership"
"L109414_5",109414,9,2025-02-27,10.6,"Completed","Sales Negotiation","Business"
"L103465_1",103465,4,2025-01-24,4.4,"Completed","Inclusive Leadership","Leadership"
"L108363_1",108363,4,2023-10-23,6.7,"Completed","Inclusive Leadership","Leadership"
"L108363_2",108363,6,2025-02-26,5.8,"Completed","Power BI Foundations","Technical"
"L108363_3",108363,9,2025-06-22,1.8,"Completed","Sales Negotiation","Business"
"L108363_4",108363,11,2025-08-24,8.4,"Completed","Finance for Managers","Business"
"L108363_5",108363,7,2025-12-28,11.5,"Completed","Project Management Basics","Business"
"L108363_6",108363,2,2026-02-05,6,"Completed","Security Awareness","Compliance"
"L102757_1",102757,1,2020-10-08,5.4,"Completed","Code of Conduct","Compliance"
"L102757_2",102757,6,2020-10-26,11.1,"Completed","Power BI Foundations","Technical"
"L102757_3",102757,4,2021-01-16,3.5,"Completed","Inclusive Leadership","Leadership"
"L102757_4",102757,7,2022-04-20,9,"Completed","Project Management Basics","Business"
"L106808_1",106808,1,2021-11-04,2.2,"Completed","Code of Conduct","Compliance"
"L106808_2",106808,3,2022-03-07,6.6,"Completed","Manager Essentials","Leadership"
"L106808_3",106808,6,2023-09-07,10.1,"Completed","Power BI Foundations","Technical"
"L106808_4",106808,8,2024-11-24,1.8,"Completed","Customer Experience","Business"
"L102786_1",102786,1,2023-02-26,0.7,"Completed","Code of Conduct","Compliance"
"L102786_2",102786,8,2023-07-31,4.2,"Completed","Customer Experience","Business"
"L109672_1",109672,6,2021-02-24,7.1,"Completed","Power BI Foundations","Technical"
"L109672_2",109672,5,2021-12-14,6.2,"Completed","Advanced Excel","Technical"
"L109672_3",109672,3,2022-06-15,0.8,"Completed","Manager Essentials","Leadership"
"L100997_1",100997,4,2021-02-12,11.6,"Completed","Inclusive Leadership","Leadership"
"L100997_2",100997,3,2022-01-15,10.1,"Completed","Manager Essentials","Leadership"
"L100997_3",100997,2,2022-11-15,1.2,"Completed","Security Awareness","Compliance"
"L100997_4",100997,10,2023-03-19,8.2,"Completed","HR Compliance","Compliance"
"L100997_5",100997,8,2024-04-13,2,"Completed","Customer Experience","Business"
"L100997_6",100997,7,2024-04-27,1.2,"Completed","Project Management Basics","Business"
"L109106_1",109106,1,2022-04-14,8.1,"Completed","Code of Conduct","Compliance"
"L109106_2",109106,12,2022-10-14,8.6,"Completed","Data Literacy","Technical"
"L106883_1",106883,9,2021-10-01,3.2,"Completed","Sales Negotiation","Business"
"L106883_2",106883,1,2022-11-09,0.5,"Completed","Code of Conduct","Compliance"
"L106883_3",106883,5,2024-06-28,8.2,"Completed","Advanced Excel","Technical"
"L102771_1",102771,10,2023-03-08,6.6,"Completed","HR Compliance","Compliance"
"L102771_2",102771,11,2026-02-10,6.6,"Completed","Finance for Managers","Business"
"L106120_1",106120,5,2023-03-12,4.5,"Completed","Advanced Excel","Technical"
"L106120_2",106120,8,2025-04-23,10.1,"Completed","Customer Experience","Business"
